,tile_id,fans,blotches
5794,APF00006fs,1,1
16407,APF0000hun,1,1
7937,APF00008lw,1,1
26474,APF0000ta3,0,1
18027,APF0000jf6,1,1
9313,APF00009yo,0,1
6737,APF000079z,0,1
20886,APF0000mtg,1,1
24212,APF0000qo6,1,1
27552,APF0000ulv,1,0
20923,APF0000muk,1,1
17503,APF0000isn,0,1
2489,APF000024a,0,1
11129,APF0000bmj,0,1
21420,APF0000na9,1,1
20984,APF0000mwb,1,1
11455,APF0000bvv,1,1
12353,APF0000cqw,1,1
24247,APF0000qpd,0,1
9028,APF00009p0,0,1
13339,APF0000dzy,1,0
2151,APF00001t2,0,1
11420,APF0000buv,1,1
4917,APF00005ku,1,1
23547,APF0000q14,1,0
7838,APF00008h1,0,1
11462,APF0000bw2,1,0
2987,APF00002nf,0,1
24455,APF0000qxp,0,1
4685,APF000057h,1,0
28888,APF0000wf4,1,1
23314,APF0000puj,1,0
9225,APF00009vq,1,1
22366,APF0000ota,1,0
687,APF00000ln,0,1
26979,APF0000tpn,0,1
17615,APF0000iy0,1,1
5531,APF0000647,1,1
24423,APF0000qwc,0,1
18554,APF0000jul,0,1
8474,APF000095z,1,1
13707,APF0000ej9,0,1
9312,APF00009yn,1,1
13824,APF0000emn,1,1
17517,APF0000it3,0,1
20134,APF0000le9,1,0
7237,APF00007p6,0,1
2924,APF00002l1,1,1
10167,APF0000atd,0,1
16257,APF0000hqg,1,1
27926,APF0000vd0,1,0
1605,APF00001d4,0,1
28318,APF0000vz7,1,1
26826,APF0000tl1,1,0
15410,APF0000gsg,1,0
1295,APF000013l,0,1
16974,APF0000iaj,1,0
18507,APF0000jt9,0,1
15579,APF0000gy6,1,0
6888,APF00007eu,0,1
25459,APF0000sc2,1,1
13484,APF0000e5m,1,0
22614,APF0000p7i,1,1
15797,APF0000h73,0,1
805,APF00000p1,1,1
22968,APF0000phi,1,1
2815,APF00002h0,0,1
8081,APF00008rz,0,1
4161,APF000042w,1,1
25990,APF0000sr9,0,1
5443,APF000061n,1,1
5348,APF00005yo,1,1
15028,APF0000gh7,1,1
10826,APF0000be0,0,1
3523,APF0000361,1,1
21967,APF0000nt3,0,1
21976,APF0000ntf,0,0
4475,APF00004er,1,1
5752,APF00006em,0,1
9011,APF00009o5,1,1
22927,APF0000pga,1,1
20303,APF0000lva,0,1
7610,APF0000861,1,0
14447,APF0000feq,0,1
8504,APF000096x,1,1
21320,APF0000n6r,0,1
7462,APF00007wv,1,1
25818,APF0000smc,0,1
13730,APF0000ek0,1,0
12223,APF0000cmf,1,0
13588,APF0000e9c,0,1
6327,APF00006um,0,1
6787,APF00007bh,0,1
7616,APF000086g,1,1
2242,APF00001vq,1,1
29320,APF0000wr5,1,1
2234,APF00001vh,1,1
4871,APF00005ir,0,1
13508,APF0000e6i,1,1
6188,APF00006qr,0,1
2144,APF00001sv,0,1
2644,APF00002a4,0,1
5462,APF0000626,0,1
15399,APF0000gs3,0,1
9241,APF00009w8,1,1
23527,APF0000q0k,1,0
22635,APF0000p83,1,1
17781,APF0000j5q,0,1
9508,APF0000a5a,1,1
19583,APF0000kp3,1,1
22348,APF0000oqp,0,1
28785,APF0000wc8,1,1
667,APF00000l3,0,1
1364,APF0000162,0,1
14699,APF0000fv8,0,1
24649,APF0000r4h,1,0
12909,APF0000dbl,0,1
5732,APF00006e2,1,1
14909,APF0000g4z,1,0
17347,APF0000inq,1,1
28530,APF0000w54,1,0
10452,APF0000b3c,1,0
17430,APF0000iqh,0,1
21314,APF0000n6k,0,1
27313,APF0000u9o,1,1
5323,APF00005xx,0,1
6397,APF00006wk,0,1
744,APF00000nc,1,1
24728,APF0000r6q,1,1
16931,APF0000i9b,1,1
25464,APF0000sc7,1,1
649,APF00000kl,0,1
6686,APF000078i,0,1
4012,APF00003w8,1,0
19666,APF0000kri,1,1
27089,APF0000twm,0,1
8230,APF00008xt,1,1
11126,APF0000bmg,1,1
12421,APF0000ct6,1,1
2488,APF0000248,0,1
7059,APF00007k8,0,1
2160,APF00001tb,0,1
14270,APF0000f6t,0,1
23359,APF0000pvu,1,1
11093,APF0000blh,1,1
14693,APF0000fv0,0,1
5533,APF0000649,0,1
6803,APF00007bx,1,1
17082,APF0000iew,0,1
405,APF00000dc,0,1
12821,APF0000d93,1,1
26731,APF0000tia,1,1
23937,APF0000qcz,0,1
11153,APF0000bn7,1,0
25420,APF0000s52,0,1
19222,APF0000keg,0,1
16022,APF0000hef,0,1
6277,APF00006t8,1,1
29117,APF0000wli,1,1
14135,APF0000f14,0,1
5143,APF00005sc,1,1
10711,APF0000bas,1,0
19240,APF0000key,1,1
2710,APF00002cn,0,1
10484,APF0000b4a,1,1
2984,APF00002nc,0,1
6471,APF00006ym,1,1
13143,APF0000dqp,1,1
19158,APF0000kcn,1,1
1640,APF00001e5,0,1
9880,APF0000ait,0,1
7920,APF00008l2,1,1
5628,APF00006b6,0,1
16483,APF0000hwr,1,1
27988,APF0000vfv,0,1
15727,APF0000h3y,1,1
26835,APF0000tla,1,0
13371,APF0000e0z,1,1
19033,APF0000k8u,0,1
28221,APF0000vwh,0,1
5535,APF000064b,1,1
8996,APF00009no,0,1
11788,APF0000c8r,1,1
6137,APF00006pc,1,1
2692,APF00002c0,0,1
7180,APF00007nl,0,1
4026,APF00003wr,1,0
22383,APF0000oue,1,0
18742,APF0000k01,0,1
6086,APF00006nx,1,1
26744,APF0000tiq,1,1
27764,APF0000v7t,0,1
2825,APF00002ha,0,1
4524,APF00004rw,0,1
15490,APF0000gve,0,1
3223,APF00002wz,0,1
3982,APF00003ug,1,1
6316,APF00006ub,0,1
27653,APF0000v0z,1,1
20587,APF0000mg9,0,1
28937,APF0000wgh,1,1
27213,APF0000u5w,0,1
4544,APF00004sr,0,1
21053,APF0000myf,1,1
26764,APF0000tjb,1,1
341,APF00000bh,0,1
10097,APF0000ar6,1,1
22899,APF0000pfg,1,1
15276,APF0000go7,1,1
14126,APF0000f0t,1,0
882,APF00000r6,1,1
29292,APF0000wqd,1,0
10109,APF0000arl,1,1
13995,APF0000ew0,0,1
14528,APF0000fhv,0,1
8925,APF00009kj,0,1
25626,APF0000sgs,1,0
24637,APF0000r45,1,1
15741,APF0000h4g,1,1
1545,APF00001bb,0,1
21872,APF0000np3,1,1
4267,APF000047k,1,1
15587,APF0000gye,0,1
21912,APF0000nqm,1,1
22159,APF0000o7q,1,1
24964,APF0000rle,1,1
8503,APF000096w,1,1
11679,APF0000c2f,1,0
29205,APF0000wny,1,1
2882,APF00002ja,1,1
10004,APF0000ao7,1,1
21576,APF0000nfi,1,1
1356,APF000015t,1,1
22956,APF0000ph5,1,1
1529,APF00001av,0,1
112,APF000003u,1,1
8193,APF00008wf,0,1
2811,APF00002gs,0,1
4729,APF00005b4,0,1
1438,APF000018c,1,1
14826,APF0000g0y,1,1
9736,APF0000ace,1,1
5536,APF000064c,0,1
26430,APF0000t8v,1,1
21535,APF0000ne5,0,1
2000,APF00001ot,0,1
26559,APF0000tcj,1,1
28406,APF0000w1o,1,1
25372,APF0000s2w,0,1
19334,APF0000khp,0,1
9821,APF0000ag6,1,0
10807,APF0000bdg,1,1
29221,APF0000woe,1,0
21747,APF0000nl3,1,1
5614,APF000066r,1,1
19261,APF0000kfl,1,1
24602,APF0000r36,0,1
20973,APF0000mw0,1,1
23121,APF0000pm2,0,1
3898,APF00003q5,1,1
18066,APF0000jgb,0,1
15732,APF0000h46,1,0
22701,APF0000p9x,0,1
15830,APF0000h82,1,0
20981,APF0000mw8,1,1
10190,APF0000au4,1,0
13620,APF0000ebt,0,1
20002,APF0000l1g,0,1
19701,APF0000ksh,1,1
4734,APF00005bo,1,1
17560,APF0000iux,0,1
15985,APF0000hd8,1,1
19458,APF0000klf,1,1
7011,APF00007iw,0,1
20177,APF0000lib,0,0
2440,APF000022e,0,1
28714,APF0000wa9,1,1
24494,APF0000qz5,0,1
14278,APF0000f7b,1,0
1078,APF00000wx,1,1
26936,APF0000toa,1,1
28779,APF0000wc2,1,1
27025,APF0000tr2,0,1
3651,APF00003dk,1,0
1012,APF00000uz,1,1
8505,APF000096y,1,1
29572,APF0000wys,1,0
22829,APF0000pdh,1,1
20947,APF0000mva,1,1
13568,APF0000e8e,0,1
10658,APF0000b99,1,1
18053,APF0000jfx,1,1
27473,APF0000uf6,0,1
13637,APF0000ed5,1,1
3830,APF00003mu,0,1
19090,APF0000kag,1,1
25804,APF0000sly,1,1
19029,APF0000k8q,0,1
9382,APF0000a18,1,1
19837,APF0000kwf,0,1
25327,APF0000s19,1,1
29583,APF0000wz9,1,0
25134,APF0000rq9,1,0
24409,APF0000qvs,1,0
25206,APF0000rve,1,0
29260,APF0000wph,1,1
9106,APF00009rm,0,1
1788,APF00001io,1,1
3677,APF00003f9,1,1
10855,APF0000beu,0,1
29630,APF0000x1h,1,1
5834,APF00006gw,1,1
25154,APF0000rqv,1,1
5301,APF00005xa,0,1
24020,APF0000qfa,1,1
28342,APF0000vzw,1,0
25346,APF0000s20,1,1
26412,APF0000t8a,1,1
2869,APF00002iw,0,1
1684,APF00001fd,0,1
8890,APF00009iw,1,1
11980,APF0000ces,1,1
7003,APF00007io,0,1
4193,APF000044c,0,1
22479,APF0000p1e,1,0
10578,APF0000b70,1,1
3267,APF00002yh,0,1
10542,APF0000b5y,0,1
7628,APF000086v,0,1
5572,APF000065g,0,1
8540,APF000097y,1,1
22752,APF0000pbc,1,1
23691,APF0000q64,0,1
15290,APF0000gol,0,1
25492,APF0000scz,1,1
26048,APF0000ssy,1,1
8488,APF000096f,0,1
20584,APF0000mg2,0,1
778,APF00000oa,1,1
27604,APF0000uv7,1,0
25191,APF0000ru6,1,0
17051,APF0000ids,0,1
24664,APF0000r4w,1,0
3152,APF00002ua,0,1
10668,APF0000b9j,1,0
24038,APF0000qfs,0,1
19291,APF0000kgg,1,1
17294,APF0000im2,0,1
13065,APF0000diw,1,0
16551,APF0000hyn,1,0
26104,APF0000suj,1,1
28209,APF0000vw4,1,1
8185,APF00008w5,1,1
3014,APF00002oi,1,1
19210,APF0000ke4,0,1
21098,APF0000mzv,0,1
15822,APF0000h7s,1,1
19594,APF0000kpf,1,1
21137,APF0000n14,1,1
20946,APF0000mv9,0,1
19301,APF0000kgr,0,1
19675,APF0000krr,0,1
9185,APF00009uh,1,1
14625,APF0000fsr,1,1
15659,APF0000h1a,0,1
23592,APF0000q2e,1,1
8765,APF00009eq,1,1
12593,APF0000czs,0,1
26792,APF0000tk3,1,1
2999,APF00002nx,0,1
22828,APF0000pdg,1,1
23196,APF0000po8,1,0
19014,APF0000k8b,0,1
4009,APF00003w1,1,1
24165,APF0000qlp,1,0
5592,APF0000662,1,1
6220,APF00006rn,1,1
5986,APF00006l5,0,1
2982,APF00002na,0,1
3848,APF00003nl,0,0
9846,APF0000ah8,1,0
7349,APF00007sa,0,1
14535,APF0000fi4,0,1
14120,APF0000f0j,1,0
27390,APF0000uch,0,1
9799,APF0000aev,0,1
11069,APF0000bkt,1,1
2195,APF00001ud,0,1
18515,APF0000jth,0,1
7739,APF00008cp,1,1
11919,APF0000cd0,1,1
13552,APF0000e7t,0,1
16627,APF0000i0t,1,1
15788,APF0000h6t,1,0
1958,APF00001nn,0,1
23962,APF0000qdo,1,1
3508,APF000035l,1,1
29011,APF0000wik,1,1
19729,APF0000kt9,0,1
11221,APF0000bp6,1,0
24177,APF0000qm9,0,1
3130,APF00002tc,1,1
29640,APF0000x21,1,1
28337,APF0000vzr,1,1
7725,APF00008c6,1,1
21260,APF0000n4z,1,1
25861,APF0000snk,1,1
15185,APF0000glm,0,1
26388,APF0000t7m,1,1
8784,APF00009fa,0,1
8319,APF0000916,1,1
14599,APF0000frf,0,1
685,APF00000ll,0,1
9961,APF0000amw,1,1
7644,APF000087m,1,1
19463,APF0000klk,1,1
19501,APF0000kmo,0,1
5747,APF00006eh,1,1
25467,APF0000sca,1,1
16925,APF0000i95,0,1
25373,APF0000s2x,1,0
18709,APF0000jz3,0,1
16165,APF0000hnw,1,0
19242,APF0000kf0,0,1
22987,APF0000pi3,1,0
12273,APF0000co5,1,0
2,APF0000004,0,1
9148,APF00009t6,0,1
10688,APF0000ba4,1,0
19790,APF0000kv1,0,1
7716,APF00008be,0,1
17032,APF0000icy,0,1
28370,APF0000w0o,1,0
25094,APF0000rp4,1,1
29644,APF0000x26,1,1
29546,APF0000wxt,1,0
4658,APF0000529,0,1
202,APF000006z,0,0
2574,APF000027h,1,1
27129,APF0000u0k,0,1
3873,APF00003or,0,1
12732,APF0000d5y,1,0
24571,APF0000r23,0,1
18804,APF0000k1y,1,1
8169,APF00008vo,0,1
22609,APF0000p7d,1,1
15545,APF0000gx8,0,1
1992,APF00001ol,0,1
12876,APF0000dan,1,1
24997,APF0000rmc,1,1
8671,APF00009by,1,1
27820,APF0000v9l,1,1
5115,APF00005re,0,1
29519,APF0000wwo,1,1
25797,APF0000slq,0,1
27410,APF0000ud4,0,1
17218,APF0000ijk,1,1
27228,APF0000u6p,1,0
20900,APF0000mtu,1,0
26154,APF0000svy,1,0
8872,APF00009i3,1,0
5118,APF00005rh,0,1
28619,APF0000w7l,1,1
16396,APF0000huc,1,0
20024,APF0000l23,0,1
8739,APF00009e0,1,0
628,APF00000k0,0,1
14362,APF0000fbk,0,1
652,APF00000ko,0,1
17778,APF0000j5m,0,1
14600,APF0000frj,0,1
27341,APF0000uaq,1,1
13531,APF0000e75,1,0
5219,APF00005ur,1,0
13388,APF0000e1g,1,1
319,APF00000ao,0,1
23305,APF0000pra,1,0
24917,APF0000rk2,1,1
25129,APF0000rq4,1,0
9701,APF0000abf,1,1
11223,APF0000bp8,1,1
27597,APF0000uud,0,1
25238,APF0000rxy,0,1
28586,APF0000w6o,1,1
18448,APF0000jrj,1,1
3678,APF00003fa,1,0
24190,APF0000qmz,1,1
1229,APF000011a,0,0
28148,APF0000vub,0,1
22298,APF0000olk,1,0
2273,APF00001wp,0,1
7839,APF00008h3,0,1
21559,APF0000ney,0,1
21821,APF0000nn7,1,1
1801,APF00001j2,0,1
17636,APF0000iz4,1,1
23095,APF0000plb,0,1
16765,APF0000i4o,1,1
10819,APF0000bdt,1,1
17207,APF0000ij7,1,1
12143,APF0000cjs,1,0
22742,APF0000pb2,1,1
14333,APF0000fa9,1,0
481,APF00000fl,0,1
7135,APF00007mc,0,1
21040,APF0000my1,0,1
18669,APF0000jxw,0,1
2221,APF00001v4,0,1
21234,APF0000n46,0,1
6626,APF000076o,1,1
22400,APF0000ov3,1,1
24481,APF0000qyq,0,1
6792,APF00007bm,0,1
23497,APF0000pzq,1,1
583,APF00000iq,0,1
6629,APF000076s,0,1
486,APF00000fq,0,1
18092,APF0000jh4,0,1
8041,APF00008qb,1,1
17660,APF0000j0c,1,0
21766,APF0000nlo,1,1
19581,APF0000kp1,0,1
8031,APF00008py,1,0
29158,APF0000wmn,1,1
8849,APF00009ha,0,1
4856,APF00005i4,0,1
11877,APF0000cbn,0,1
1941,APF00001n6,1,1
6908,APF00007fp,0,1
17602,APF0000ixa,1,1
4575,APF00004tt,1,1
21629,APF0000nhf,1,1
2546,APF000026g,1,1
5333,APF00005y7,0,1
17199,APF0000iix,0,1
20619,APF0000mix,1,1
25808,APF0000sm2,1,1
29037,APF0000wja,1,0
25089,APF0000roy,1,1
18404,APF0000jqa,0,1
14249,APF0000f5k,1,0
4137,APF000041j,1,0
27710,APF0000v69,0,1
5225,APF00005ux,0,1
11101,APF0000blp,1,1
19910,APF0000kyq,0,1
2211,APF00001ut,0,1
15947,APF0000hc4,1,0
28641,APF0000w87,1,1
15218,APF0000gmj,1,1
27961,APF0000ve0,0,1
19697,APF0000ksd,0,1
10313,APF0000axr,1,1
17507,APF0000iss,1,1
6222,APF00006rp,1,1
18556,APF0000jun,1,1
16637,APF0000i13,1,0
6262,APF00006st,1,1
27205,APF0000u5k,0,1
23308,APF0000prd,1,1
14811,APF0000g08,1,0
14173,APF0000f2k,1,1
5597,APF0000668,1,1
8606,APF000099y,0,1
5311,APF00005xl,1,1
16793,APF0000i5g,1,1
13006,APF0000den,1,0
6234,APF00006s1,1,1
27967,APF0000ve6,0,1
2973,APF00002mx,0,1
28564,APF0000w62,1,0
15832,APF0000h84,1,1
14955,APF0000gam,1,0
16929,APF0000i99,0,1
21696,APF0000njf,1,1
27015,APF0000tqr,0,1
5919,APF00006ja,0,1
12334,APF0000cq8,1,1
16885,APF0000i80,0,1
653,APF00000kp,0,1
20280,APF0000lsr,0,1
29119,APF0000wlk,1,0
25166,APF0000rrr,1,1
6215,APF00006ri,1,1
19510,APF0000kmz,0,1
10432,APF0000b29,1,1
16697,APF0000i2s,1,0
20094,APF0000l9l,0,1
1891,APF00001ls,1,0
1666,APF00001ev,1,1
3921,APF00003rj,0,0
4463,APF00004ec,1,0
16056,APF0000hfr,0,1
21791,APF0000nmd,1,1
12862,APF0000da8,0,1
19373,APF0000kiv,1,1
18927,APF0000k5o,0,1
28918,APF0000wfy,1,0
29364,APF0000wsd,1,1
28066,APF0000voj,0,1
18302,APF0000jna,1,1
25589,APF0000sfq,1,1
14476,APF0000ffv,1,0
3763,APF00003jt,1,0
4615,APF00004v0,0,1
7654,APF0000885,1,0
15631,APF0000h01,1,0
9338,APF00009zj,1,0
618,APF00000jp,0,1
12361,APF0000cr5,1,1
10449,APF0000b39,1,0
20982,APF0000mw9,1,1
9842,APF0000ah1,1,1
7906,APF00008kd,1,0
12661,APF0000d2v,0,1
27776,APF0000v86,0,1
29392,APF0000wt5,1,1
28567,APF0000w65,1,0
29249,APF0000wp6,1,0
16387,APF0000hu3,1,1
19811,APF0000kvn,0,1
12744,APF0000d6k,1,1
6770,APF00007ay,1,1
24663,APF0000r4v,0,1
22029,APF0000nw1,1,1
18654,APF0000jxh,0,1
19104,APF0000kay,0,1
11620,APF0000c0i,1,1
9676,APF0000aap,0,1
3216,APF00002ws,0,1
22018,APF0000nvi,0,1
20339,APF0000lz9,1,1
20286,APF0000ltf,0,1
48,APF000001o,0,1
26634,APF0000teo,1,1
8218,APF00008xb,1,1
23016,APF0000piy,1,1
14298,APF0000f8d,0,1
26015,APF0000sry,0,1
1033,APF00000vm,1,1
8320,APF0000917,0,1
12333,APF0000cq7,1,0
28622,APF0000w7o,1,1
26815,APF0000tkq,1,1
7442,APF00007vh,1,1
12117,APF0000civ,1,0
24500,APF0000qze,0,0
13194,APF0000ds4,1,1
24993,APF0000rm8,0,1
21412,APF0000n9y,1,1
19045,APF0000k97,1,1
29659,APF0000x2z,1,0
8176,APF00008vv,0,1
26351,APF0000t6i,1,1
20499,APF0000m7k,1,0
3960,APF00003tj,0,1
19513,APF0000kn2,0,1
22976,APF0000phr,1,1
13781,APF0000elg,1,1
29106,APF0000wl7,1,0
4971,APF00005mp,0,1
957,APF00000td,1,1
24939,APF0000rkp,1,1
5417,APF000060v,1,1
2096,APF00001rj,0,1
28817,APF0000wd5,1,1
24418,APF0000qw3,0,1
24556,APF0000r1k,1,0
18527,APF0000jtt,0,1
23467,APF0000pyv,1,0
9580,APF0000a7u,1,1
15804,APF0000h7a,1,1
12636,APF0000d1r,1,0
26072,APF0000stm,1,1
14170,APF0000f2f,0,1
25490,APF0000scx,1,1
20727,APF0000mnr,0,1
3423,APF000032v,0,1
23078,APF0000pks,1,1
25780,APF0000sl9,1,1
7028,APF00007jd,0,1
7820,APF00008gb,0,1
12562,APF0000cy2,1,0
26806,APF0000tkh,1,1
29557,APF0000wy8,1,0
26206,APF0000sxq,1,0
22225,APF0000odi,0,1
4403,APF00004c4,1,1
19668,APF0000krk,0,1
27933,APF0000vd8,1,1
27106,APF0000tyi,0,1
20153,APF0000lfx,0,1
14916,APF0000g5p,0,1
20113,APF0000lbu,0,1
14426,APF0000fdz,0,1
1875,APF00001lc,1,1
17,APF000000k,0,1
12816,APF0000d8x,1,1
17292,APF0000im0,1,0
11181,APF0000bnz,0,1
18345,APF0000jom,1,1
23860,APF0000qat,1,0
13175,APF0000drl,1,1
9901,APF0000ajt,0,1
5598,APF0000669,0,1
5420,APF000060y,0,1
11236,APF0000bpl,1,1
9032,APF00009p4,1,1
7083,APF00007kw,0,1
22657,APF0000p8p,1,1
18259,APF0000jm1,0,1
28067,APF0000vp5,0,1
1808,APF00001j9,0,1
12940,APF0000dch,1,0
19906,APF0000kym,0,1
5458,APF0000622,0,1
29257,APF0000wpe,1,1
9856,APF0000ahr,1,1
29590,APF0000wzi,1,0
12428,APF0000cte,1,0
1594,APF00001cs,1,1
7116,APF00007lt,0,1
11446,APF0000bvm,1,1
20167,APF0000lhf,0,0
10330,APF0000ay8,1,1
21902,APF0000nqa,0,1
2926,APF00002l5,1,0
14492,APF0000fgk,0,1
14546,APF0000fj5,0,1
5190,APF00005tt,0,1
7598,APF000085f,1,0
5680,APF00006cm,1,1
29613,APF0000x0g,0,1
5682,APF00006co,1,1
11004,APF0000biz,1,0
23596,APF0000q2i,1,1
13359,APF0000e0n,1,1
9684,APF0000aax,1,1
9089,APF00009r4,0,1
16050,APF0000hfk,0,1
23213,APF0000poq,1,1
21044,APF0000my5,1,1
10149,APF0000ast,1,1
7427,APF00007ug,1,0
17811,APF0000j6t,0,1
1069,APF00000wo,1,1
22322,APF0000ooi,1,0
16103,APF0000hho,0,1
28852,APF0000we4,1,1
20648,APF0000mk4,0,1
25913,APF0000sp0,1,1
23183,APF0000pnu,1,0
13973,APF0000evb,1,1
318,APF00000an,1,1
5170,APF00005t6,1,1
4215,APF000045d,1,0
7916,APF00008kw,1,0
4942,APF00005ln,1,1
23952,APF0000qde,1,1
14029,APF0000ex6,0,1
16910,APF0000i8q,0,1
5704,APF00006da,1,1
29656,APF0000x2t,0,1
14427,APF0000fe2,1,1
1323,APF000014p,0,1
14607,APF0000fs9,1,1
12500,APF0000cvt,0,1
17204,APF0000ij3,1,1
10436,APF0000b2m,1,1
17701,APF0000j2j,0,1
13906,APF0000eqx,1,1
1363,APF0000161,0,1
5019,APF00005o9,1,1
24051,APF0000qgb,1,0
11875,APF0000cbl,1,0
25948,APF0000sq2,1,1
11751,APF0000c7l,0,0
16038,APF0000hf2,0,1
13580,APF0000e8y,0,1
17772,APF0000j5g,1,1
849,APF00000q9,1,1
10015,APF0000aoj,1,1
935,APF00000sq,1,1
26618,APF0000te8,0,1
3347,APF000030r,0,1
17341,APF0000ink,1,1
4663,APF0000536,0,1
15151,APF0000gko,0,1
7124,APF00007m1,0,1
16435,APF0000hvf,1,1
383,APF00000cq,0,1
8483,APF000096a,1,0
5379,APF00005zn,0,1
18214,APF0000jkp,0,1
15751,APF0000h4v,1,0
24441,APF0000qx6,0,1
23793,APF0000q8y,0,1
29352,APF0000ws1,1,1
20722,APF0000mnj,0,1
6139,APF00006pe,1,1
22980,APF0000phv,1,0
22671,APF0000p93,1,1
12643,APF0000d21,1,0
15171,APF0000gl8,1,1
13103,APF0000doc,1,0
26907,APF0000tng,1,1
8158,APF00008v9,1,1
7744,APF00008cv,0,1
3709,APF00003h8,1,0
21557,APF0000new,1,1
20801,APF0000mqz,1,1
24750,APF0000r7e,1,0
3864,APF00003oc,0,1
23274,APF0000pqf,1,0
1014,APF00000v2,1,1
18392,APF0000jpy,0,1
18009,APF0000jeo,0,1
19885,APF0000ky0,0,1
22242,APF0000ofi,1,0
18719,APF0000jzd,0,1
26094,APF0000su9,1,0
27289,APF0000u8s,0,1
16460,APF0000hw4,1,0
15805,APF0000h7b,1,1
25296,APF0000s03,0,1
2842,APF00002i2,1,1
1342,APF000015b,0,1
25466,APF0000sc9,0,1
11000,APF0000biv,1,1
2474,APF000023q,0,1
7767,APF00008ds,1,0
23446,APF0000pya,0,1
19306,APF0000kgw,1,1
20952,APF0000mvf,0,1
3951,APF00003t3,1,1
2704,APF00002ce,0,1
18367,APF0000jp8,0,1
1823,APF00001jp,1,1
4210,APF0000454,1,1
18843,APF0000k33,0,1
23970,APF0000qdw,1,1
5791,APF00006fp,0,1
4750,APF00005ck,0,1
23053,APF0000pk1,1,0
1125,APF00000y8,1,1
20954,APF0000mvh,0,1
11114,APF0000bm4,1,1
18603,APF0000jw0,0,1
10023,APF0000aor,1,1
11163,APF0000bnh,1,0
21782,APF0000nm4,0,1
25306,APF0000s0e,1,0
8763,APF00009eo,1,1
24642,APF0000r4a,1,1
3248,APF00002xr,0,1
19267,APF0000kfr,0,1
15012,APF0000ggr,0,1
11584,APF0000bzi,1,0
27324,APF0000ua8,1,1
27481,APF0000uff,0,1
26885,APF0000tmt,1,1
27871,APF0000vbc,0,1
686,APF00000lm,0,1
9582,APF0000a7w,0,1
11754,APF0000c7o,1,1
12945,APF0000dcm,1,0
5647,APF00006bp,0,1
8759,APF00009ek,1,1
26783,APF0000tju,1,1
19487,APF0000kma,0,1
11684,APF0000c2l,1,1
5609,APF000066m,0,1
2649,APF00002ac,1,1
14511,APF0000fha,0,1
15350,APF0000gqe,1,1
23552,APF0000q1a,1,0
3771,APF00003k4,1,0
4671,APF000055p,0,1
16102,APF0000hhn,1,1
16876,APF0000i7r,1,0
19002,APF0000k7y,0,1
7543,APF0000829,1,0
23109,APF0000plp,1,1
17128,APF0000igg,0,1
20142,APF0000les,1,0
11354,APF0000bsz,1,1
1213,APF000010q,1,1
14216,APF0000f45,1,1
13374,APF0000e12,1,1
2943,APF00002lo,0,1
13497,APF0000e67,1,1
468,APF00000f7,0,1
11333,APF0000bsc,1,1
19378,APF0000kj1,1,1
589,APF00000iw,0,1
11753,APF0000c7n,1,1
8988,APF00009nd,0,1
17564,APF0000iv6,0,1
17898,APF0000jan,0,1
14995,APF0000gg3,1,0
6490,APF00006z5,0,1
588,APF00000iv,0,1
1448,APF000018m,1,1
27992,APF0000vgb,1,0
21955,APF0000nsj,0,1
16599,APF0000i01,1,1
18765,APF0000k0q,1,1
19332,APF0000khn,0,0
24767,APF0000r7w,1,0
25503,APF0000sda,1,1
28099,APF0000vsx,0,1
28484,APF0000w3u,1,1
22934,APF0000pgi,1,0
19062,APF0000k9o,0,1
18768,APF0000k0u,1,1
23241,APF0000ppi,1,0
27388,APF0000ucf,0,1
8542,APF0000981,0,1
13255,APF0000dwn,1,0
2523,APF000025g,0,1
15654,APF0000h0z,1,1
27842,APF0000vaf,1,0
10238,APF0000avj,1,0
27899,APF0000vc6,1,1
6003,APF00006lm,1,1
9232,APF00009vy,0,1
8111,APF00008te,0,1
20205,APF0000lkz,0,1
20869,APF0000msy,1,1
15065,APF0000gi9,0,1
24461,APF0000qxx,1,1
28626,APF0000w7s,1,1
11409,APF0000buk,0,1
14897,APF0000g3m,0,1
14130,APF0000f0z,0,1
9795,APF0000aem,1,0
14522,APF0000fho,0,1
6458,APF00006y9,1,1
2824,APF00002h9,1,1
4980,APF00005my,1,1
13299,APF0000dyb,1,0
18994,APF0000k7p,1,1
21156,APF0000n1p,1,1
6067,APF00006ne,1,0
28075,APF0000vqy,1,0
15226,APF0000gmr,1,1
14989,APF0000gf5,1,0
16976,APF0000ial,0,1
4988,APF00005n8,0,1
27190,APF0000u4e,0,1
22508,APF0000p36,1,1
25220,APF0000rwm,1,0
14008,APF0000ewf,1,1
15996,APF0000hdk,1,1
14998,APF0000ggd,0,1
10386,APF0000azs,1,1
16641,APF0000i17,1,1
28629,APF0000w7v,1,1
15479,APF0000guz,1,1
1061,APF00000wg,1,1
14212,APF0000f41,1,1
27678,APF0000v3g,1,0
28336,APF0000vzq,1,0
16731,APF0000i3q,1,0
14012,APF0000ewj,0,1
754,APF00000nm,1,1
27281,APF0000u8i,0,1
3734,APF00003ic,1,1
19547,APF0000ko2,0,1
11132,APF0000bmm,1,1
4457,APF00004e5,1,1
23164,APF0000pna,0,1
26719,APF0000thw,1,0
18641,APF0000jx4,1,1
23572,APF0000q1u,1,1
14619,APF0000fsl,0,1
